帖子id,帖子链接,帖子用户名,机器人状态,人的形象,是否比赛视频,robot_status原文,媒体类型,语言,特点,数据原文件地址
zDF7sdQsP4o,https://www.youtube.com/shorts/zDF7sdQsP4o,الرديف الإخبارية,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
z_jypH63AX4,https://www.youtube.com/shorts/z_jypH63AX4,Asia One News,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-N4aM_XuRkQ,https://www.youtube.com/shorts/-N4aM_XuRkQ,Hainan Touch,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-UKp4insdww,https://www.youtube.com/shorts/-UKp4insdww,Shanghai Observer,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-WJcxW5VUFE,https://www.youtube.com/watch?v=-WJcxW5VUFE,WION,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
095Oln3Bw0s,https://www.youtube.com/watch?v=095Oln3Bw0s,India Global Review,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
0fl1LW4MBeI,https://www.youtube.com/shorts/0fl1LW4MBeI,92 News HD,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
12_wgYFsVqs,https://www.youtube.com/shorts/12_wgYFsVqs,ThinkChina Sg,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2TC-KPXUp5s,https://www.youtube.com/watch?v=2TC-KPXUp5s,africanews,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
3chAceNmHSs,https://www.youtube.com/watch?v=3chAceNmHSs,现代快报 Modern Express,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
4Gpv-RMlCCw,https://www.youtube.com/shorts/4Gpv-RMlCCw,Gridisyslink_Thomas,失败,服务照护,是,失败（如摔倒，失去能力）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
4j1uhcyGJKA,https://www.youtube.com/shorts/4j1uhcyGJKA,Discover Wuxi,常态,服务照护,是,常态（正常跑步和运动）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
4m_esLy0Mdo,https://www.youtube.com/shorts/4m_esLy0Mdo,Off The Press,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
4xJ9lKSz5Xw,https://www.youtube.com/shorts/4xJ9lKSz5Xw,Sharing Life's Slices,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
69YspC5LGEI,https://www.youtube.com/shorts/69YspC5LGEI,Panda Paws,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
AIsTx1EoBXY,https://www.youtube.com/watch?v=AIsTx1EoBXY,CCTV中文,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BQ7HeyGm2Zw,https://www.youtube.com/shorts/BQ7HeyGm2Zw,CodersVoice (CodersVoice),强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BYbK2-Bme5s,https://www.youtube.com/shorts/BYbK2-Bme5s,ChinaTech-CLS,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BgGnMLMzuc0,https://www.youtube.com/shorts/BgGnMLMzuc0,GENZI,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
BipH1sPp8W0,https://www.youtube.com/shorts/BipH1sPp8W0,Antara TV Indonesia,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
CL0qiY864_8,https://www.youtube.com/watch?v=CL0qiY864_8,CNBC-TV18,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DGYbwkEj5Nc,https://www.youtube.com/watch?v=DGYbwkEj5Nc,Dubeyji Live,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
F96qG-IoSDs,https://www.youtube.com/watch?v=F96qG-IoSDs,CGTN,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
FI2FJGeamb8,https://www.youtube.com/watch?v=FI2FJGeamb8,Sunday World Podcast,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Fbc45qOi0N8,https://www.youtube.com/watch?v=Fbc45qOi0N8,CCTV Video News Agency,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GBc8Fu6b6rs,https://www.youtube.com/watch?v=GBc8Fu6b6rs,JustAs it is,常态,服务照护,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
GdYyFUxdKrU,https://www.youtube.com/watch?v=GdYyFUxdKrU,DWS News,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
HPBp2KfjA5c,https://www.youtube.com/watch?v=HPBp2KfjA5c,Tuncay Ayhan,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Hm1AHsTueXw,https://www.youtube.com/watch?v=Hm1AHsTueXw,CodersVoice (CodersVoice),失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
IkT21nENAzU,https://www.youtube.com/shorts/IkT21nENAzU,CGTN Frontline,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JgDeHDSqCzk,https://www.youtube.com/shorts/JgDeHDSqCzk,International Channel Shanghai,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
JiiuUM-RQrg,https://www.youtube.com/watch?v=JiiuUM-RQrg,DRM News,常态,观众,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
LUdSnpyFvlM,https://www.youtube.com/shorts/LUdSnpyFvlM,Robots Core,强势,服务照护,是,强势（如超高性能，跑得很快）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
MWtxe8Aa7xA,https://www.youtube.com/shorts/MWtxe8Aa7xA,ChinoBotico,强势,服务照护,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
NB72rSky-tM,https://www.youtube.com/watch?v=NB72rSky-tM,DawnNews English,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
PDsFZqtUt9k,https://www.youtube.com/watch?v=PDsFZqtUt9k,Oneindia News,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
RWMtSkr59lw,https://www.youtube.com/shorts/RWMtSkr59lw,CNStories,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
TX2V7NXda-E,https://www.youtube.com/watch?v=TX2V7NXda-E,techniahqrobot,混合,观众,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
TaQjU1qLdus,https://www.youtube.com/watch?v=TaQjU1qLdus,Simon Phillips,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
UiI8zBscPKk,https://www.youtube.com/watch?v=UiI8zBscPKk,WowMinute,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
VMOzpLB_Fyg,https://www.youtube.com/shorts/VMOzpLB_Fyg,Keşifte,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
W4AdXa4tsP0,https://www.youtube.com/shorts/W4AdXa4tsP0,CGTN Frontline,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
WV5mdlYA2os,https://www.youtube.com/shorts/WV5mdlYA2os,youhua xing,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XASUtbq2rd0,https://www.youtube.com/shorts/XASUtbq2rd0,杨迷糊小探索 mihu explore,失败,观众,是,失败（如摔倒，失去能力）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XHTId1_FRps,https://www.youtube.com/shorts/XHTId1_FRps,chinacurate,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
XbnalKaAcnU,https://www.youtube.com/shorts/XbnalKaAcnU,brill news,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Xzf7YNSBGiM,https://www.youtube.com/watch?v=Xzf7YNSBGiM,Matichon Online,混合,观众,是,混合（都有）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YE8ZCoY5Jys,https://www.youtube.com/shorts/YE8ZCoY5Jys,Mohit Kale,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YV98qY7X2ws,https://www.youtube.com/shorts/YV98qY7X2ws,Gridisyslink_Thomas,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
YbbETYAAlVg,https://www.youtube.com/shorts/YbbETYAAlVg,Just Me,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ZJD13SeNaRo,https://www.youtube.com/shorts/ZJD13SeNaRo,खबरबाज़ी,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
_CFg7sTRfsQ,https://www.youtube.com/watch?v=_CFg7sTRfsQ,Over Billion Views,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,标,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
b1ct9SIJk0A,https://www.youtube.com/watch?v=b1ct9SIJk0A,DWS News,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
b3mE7TsmEUY,https://www.youtube.com/shorts/b3mE7TsmEUY,Nandit Mehra,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
bVDoIVTagMM,https://www.youtube.com/watch?v=bVDoIVTagMM,Impossible Facts,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
c9kFWKhSCbg,https://www.youtube.com/shorts/c9kFWKhSCbg,CCTV Video News Agency,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
cZ26VaKLqh0,https://www.youtube.com/watch?v=cZ26VaKLqh0,Anthony Stefanelli | Anti-Ricattabilità,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
d2-r3ZHbf0A,https://www.youtube.com/shorts/d2-r3ZHbf0A,NowTrace,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
d3illmOTOfQ,https://www.youtube.com/watch?v=d3illmOTOfQ,Robot Xiaoz,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
dOLTCVOhfog,https://www.youtube.com/shorts/dOLTCVOhfog,青蜂侠Newsbee,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
dPHu6hG6rcY,https://www.youtube.com/watch?v=dPHu6hG6rcY,Irshad Ahmad,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
dZg-FKTEZjM,https://www.youtube.com/shorts/dZg-FKTEZjM,ncbbfmv AI Songs,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
egJtjre0rFQ,https://www.youtube.com/watch?v=egJtjre0rFQ,CNBC-TV18,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ekO9DlztvBQ,https://www.youtube.com/watch?v=ekO9DlztvBQ,tuningblog,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
i-hjhCk9mHo,https://www.youtube.com/shorts/i-hjhCk9mHo,Alibio,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
ih17Q6cyctY,https://www.youtube.com/watch?v=ih17Q6cyctY,THE STANDARD knd (คำนี้ดี),强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
jcY2zIVn42Q,https://www.youtube.com/shorts/jcY2zIVn42Q,Fresh Sight,强势,观众,是,强势（如超高性能，跑得很快）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
juOgBGoB9H0,https://www.youtube.com/watch?v=juOgBGoB9H0,CodersVoice (CodersVoice),弱势,服务照护,是,可爱（可爱，萌萌哒）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
l17N95IgdYs,https://www.youtube.com/shorts/l17N95IgdYs,AYA WAR ROOM,强势,服务照护,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
m2Qc5xBhW2g,https://www.youtube.com/watch?v=m2Qc5xBhW2g,ABC News,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
mbfasoTU9m8,https://www.youtube.com/watch?v=mbfasoTU9m8,CGTN Europe,混合,服务照护,是,混合（都有）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
njOAL9WqGlg,https://www.youtube.com/watch?v=njOAL9WqGlg,DPCcars,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
o15Rkyhv3ho,https://www.youtube.com/shorts/o15Rkyhv3ho,China Focus,,,否,,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
onCoj5V6S2o,https://www.youtube.com/shorts/onCoj5V6S2o,Meet Pingxiang,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pG6QXj9__mA,https://www.youtube.com/watch?v=pG6QXj9__mA,Luxe Verse,混合,,否,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
pz2HzE5o9Hk,https://www.youtube.com/shorts/pz2HzE5o9Hk,Niu Wang | China AI,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
q4XSOQ0Or6o,https://www.youtube.com/shorts/q4XSOQ0Or6o,International Channel Shanghai,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
qKjFzLOWyEk,https://www.youtube.com/watch?v=qKjFzLOWyEk,Maker Academy,常态,服务照护,是,常态（正常跑步和运动）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
rxTstFzIBvU,https://www.youtube.com/watch?v=rxTstFzIBvU,CCTV Video News Agency,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
tP5oSZZ1j68,https://www.youtube.com/shorts/tP5oSZZ1j68,TechnoBanana,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
uphY0LO6cCs,https://www.youtube.com/watch?v=uphY0LO6cCs,ABS-CBN News,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vTw4Var3vIQ,https://www.youtube.com/shorts/vTw4Var3vIQ,Beijing Talent Show,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
viESpz1qYTQ,https://www.youtube.com/watch?v=viESpz1qYTQ,AIVONTRA,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
vt2MIWGxdic,https://www.youtube.com/watch?v=vt2MIWGxdic,Punto Final,强势,观众,是,强势（如超高性能，跑得很快）,原视频,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wZYqz0CNhXE,https://www.youtube.com/shorts/wZYqz0CNhXE,TDTNEWZ,混合,观众,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
wjXpU7fYPxM,https://www.youtube.com/watch?v=wjXpU7fYPxM,NTV Global,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
xopFZztRvPY,https://www.youtube.com/watch?v=xopFZztRvPY,India Global Review,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
zNUQvotLGkI,https://www.youtube.com/watch?v=zNUQvotLGkI,Tech Rhythm,混合,服务照护,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
zV-j72EHU4g,https://www.youtube.com/watch?v=zV-j72EHU4g,Bianca Ma,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-g6fPZH48Zk,https://www.youtube.com/shorts/-g6fPZH48Zk,Dan about ai,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
-wXEE7WNo54,https://www.youtube.com/watch?v=-wXEE7WNo54,TNN Originals,混合,观众,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
0_gVKhn9514,https://www.youtube.com/watch?v=0_gVKhn9514,WWJNewsradio950,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
1BsJkikHrtk,https://www.youtube.com/watch?v=1BsJkikHrtk,The Sun,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
1JcDAH9vUMc,https://www.youtube.com/watch?v=1JcDAH9vUMc,Samvadiya - A Messenger,常态,观众,是,常态（正常跑步和运动）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
1oyKe-_MWvU,https://www.youtube.com/watch?v=1oyKe-_MWvU,China Plus,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2Pay9V7Q8WQ,https://www.youtube.com/watch?v=2Pay9V7Q8WQ,Guille Esmoris,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2Qf3B3uCu74,https://www.youtube.com/watch?v=2Qf3B3uCu74,Volt China,强势,观众,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2SDn6lZlEfA,https://www.youtube.com/watch?v=2SDn6lZlEfA,每日10分鐘英語咖啡館,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
2bAiXcSlrZI,https://www.youtube.com/watch?v=2bAiXcSlrZI,RoboFrontier,强势,服务照护,是,强势（如超高性能，跑得很快）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
3ZcaDm6t9Ho,https://www.youtube.com/shorts/3ZcaDm6t9Ho,FAQ_that,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
4PclATqwiX0,https://www.youtube.com/shorts/4PclATqwiX0,Panda Paws,弱势,服务照护,是,可爱（可爱，萌萌哒）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
59zkmKv8IKw,https://www.youtube.com/shorts/59zkmKv8IKw,KraneShares,混合,服务照护,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
6TL49R2IpbA,https://www.youtube.com/shorts/6TL49R2IpbA,techniahqrobot,混合,观众,是,混合（都有）,原视频,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
7NrDwvbdTlg,https://www.youtube.com/watch?v=7NrDwvbdTlg,DWS News,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
8PB8b_Sh6t8,https://www.youtube.com/watch?v=8PB8b_Sh6t8,O Liberal,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
8jVzguSPyJA,https://www.youtube.com/shorts/8jVzguSPyJA,Hainan Touch,常态,服务照护,是,常态（正常跑步和运动）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
9kRJrL5eUrk,https://www.youtube.com/shorts/9kRJrL5eUrk,André Barros,混合,服务照护,是,混合（都有）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
A7A-MaAIunc,https://www.youtube.com/watch?v=A7A-MaAIunc,Firstpost,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
C1a_k3mkpQo,https://www.youtube.com/shorts/C1a_k3mkpQo,MatchVox,混合,观众,是,混合（都有）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
CDUOwxH6Ueo,https://www.youtube.com/watch?v=CDUOwxH6Ueo,METRO TV,强势,服务照护,是,强势（如超高性能，跑得很快）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
CrxqmR135Xw,https://www.youtube.com/shorts/CrxqmR135Xw,চীনৰ বাতৰি অসমীয়াত,常态,服务照护,是,常态（正常跑步和运动）,原视频,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DExr3juTeNs,https://www.youtube.com/shorts/DExr3juTeNs,anhor uz,常态,服务照护,是,常态（正常跑步和运动）,民间解读,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DOELUN3OEt0,https://www.youtube.com/watch?v=DOELUN3OEt0,Synopsis 360,,,,,,,标,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DWRfmRFqSQA,https://www.youtube.com/watch?v=DWRfmRFqSQA,DRM News,混合,服务照护,是,混合（都有）,官方新闻,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
DmOVa8itfVA,https://www.youtube.com/shorts/DmOVa8itfVA,Beijing Talent Show,强势,观众,是,强势（如超高性能，跑得很快）,官方新闻,中文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Eg_rAgs7z7k,https://www.youtube.com/shorts/Eg_rAgs7z7k,China Wang,,,否,,,,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
F9bGPuC8Hs4,https://www.youtube.com/shorts/F9bGPuC8Hs4,Scoopster,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
FfEkBEe-MXk,https://www.youtube.com/watch?v=FfEkBEe-MXk,News18 Kannada,失败,服务照护,是,失败（如摔倒，失去能力）,官方新闻,其他,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
Fy298Uz2CRs,https://www.youtube.com/shorts/Fy298Uz2CRs,Peter Kappes,失败,服务照护,是,失败（如摔倒，失去能力）,民间解读,英文,,https://drive.google.com/file/d/14siW89kiojJygWfI8pzVilHCqMTXwBvm/view
